ra,dec,x_image,y_image,mjd,flux_bkg,local_bkg_flg,flags,fit_ql,deep_flg,det_id,lvf_id,obs_publisher_did,lambda,lambda_width,flux,flux_err
217.51,56.99,1502.0,1302.0,60720.0,0.16,False,2097152,1.05,False,3,202000000000036,ivo://example/spherex?gal_0001_36_2,3.71538,0.09,644.9331,37.3358
217.51,56.99,1503.0,1303.0,60721.0,0.16,False,2097152,1.05,False,4,202000000000036,ivo://example/spherex?gal_0001_36_3,3.71538,0.09,634.8711,37.3358
217.51,56.99,1500.0,1300.0,60718.5,0.16,False,2097152,1.05,False,1,202000000000037,ivo://example/spherex?gal_0001_37_0,3.88462,0.09,606.8188,35.5123
217.51,56.99,1501.0,1301.0,60719.5,0.16,False,2097152,1.05,False,2,202000000000037,ivo://example/spherex?gal_0001_37_1,3.88462,0.09,557.3582,35.5123
217.51,56.99,1502.0,1302.0,60720.5,0.16,False,2097152,1.05,False,3,202000000000037,ivo://example/spherex?gal_0001_37_2,3.88462,0.09,618.8159,35.5123
217.51,56.99,1503.0,1303.0,60721.5,0.16,False,2097152,1.05,False,4,202000000000037,ivo://example/spherex?gal_0001_37_3,3.88462,0.09,591.102,35.5123
217.51,56.99,1500.0,1300.0,60719.0,0.16,False,2097152,1.05,False,1,202000000000038,ivo://example/spherex?gal_0001_38_0,4.05385,0.09,558.8208,33.3729
217.51,56.99,1501.0,1301.0,60720.0,0.16,False,2097152,1.05,False,2,202000000000038,ivo://example/spherex?gal_0001_38_1,4.05385,0.09,567.7971,33.3729
217.51,56.99,1502.0,1302.0,60721.0,0.16,False,2097152,1.05,False,3,202000000000038,ivo://example/spherex?gal_0001_38_2,4.05385,0.09,528.221,33.3729
217.51,56.99,1503.0,1303.0,60722.0,0.16,False,2097152,1.05,False,4,202000000000038,ivo://example/spherex?gal_0001_38_3,4.05385,0.09,585.9091,33.3729
217.51,56.99,1500.0,1300.0,60719.5,0.16,False,2097152,1.05,False,1,202000000000039,ivo://example/spherex?gal_0001_39_0,4.22308,0.09,548.9702,31.5231
217.51,56.99,1501.0,1301.0,60720.5,0.16,False,2097152,1.05,False,2,202000000000039,ivo://example/spherex?gal_0001_39_1,4.22308,0.09,514.4699,31.5231
217.51,56.99,1502.0,1302.0,60721.5,0.16,False,2097152,1.05,False,3,202000000000039,ivo://example/spherex?gal_0001_39_2,4.22308,0.09,433.6082,31.5231
217.51,56.99,1503.0,1303.0,60722.5,0.16,False,2097152,1.05,False,4,202000000000039,ivo://example/spherex?gal_0001_39_3,4.22308,0.09,529.33,31.5231
217.51,56.99,1500.0,1300.0,60720.0,0.16,False,2097152,1.05,False,1,202000000000040,ivo://example/spherex?gal_0001_40_0,4.39231,0.09,470.6556,29.3184
217.51,56.99,1501.0,1301.0,60721.0,0.16,False,2097152,1.05,False,2,202000000000040,ivo://example/spherex?gal_0001_40_1,4.39231,0.09,494.7102,29.3184
217.51,56.99,1502.0,1302.0,60722.0,0.16,False,2097152,1.05,False,3,202000000000040,ivo://example/spherex?gal_0001_40_2,4.39231,0.09,499.2056,29.3184
217.51,56.99,1503.0,1303.0,60723.0,0.16,False,2097152,1.05,False,4,202000000000040,ivo://example/spherex?gal_0001_40_3,4.39231,0.09,535.9284,29.3184
217.51,56.99,1500.0,1300.0,60720.5,0.16,False,2097152,1.05,False,1,202000000000041,ivo://example/spherex?gal_0001_41_0,4.56154,0.09,465.6674,27.6027
217.51,56.99,1501.0,1301.0,60721.5,0.16,False,2097152,1.05,False,2,202000000000041,ivo://example/spherex?gal_0001_41_1,4.56154,0.09,448.7341,27.6027
217.51,56.99,1502.0,1302.0,60722.5,0.16,False,2097152,1.05,False,3,202000000000041,ivo://example/spherex?gal_0001_41_2,4.56154,0.09,472.6101,27.6027
217.51,56.99,1503.0,1303.0,60723.5,0.16,False,2097152,1.05,False,4,202000000000041,ivo://example/spherex?gal_0001_41_3,4.56154,0.09,461.8429,27.6027
217.51,56.99,1500.0,1300.0,60721.0,0.16,False,2097152,1.05,False,1,202000000000042,ivo://example/spherex?gal_0001_42_0,4.73077,0.09,372.9612,25.5904
217.51,56.99,1501.0,1301.0,60722.0,0.16,False,2097152,1.05,False,2,202000000000042,ivo://example/spherex?gal_0001_42_1,4.73077,0.09,435.2538,25.5904
217.51,56.99,1502.0,1302.0,60723.0,0.16,False,2097152,1.05,False,3,202000000000042,ivo://example/spherex?gal_0001_42_2,4.73077,0.09,396.0544,25.5904
217.51,56.99,1503.0,1303.0,60724.0,0.16,False,2097152,1.05,False,4,202000000000042,ivo://example/spherex?gal_0001_42_3,4.73077,0.09,438.7181,25.5904
217.51,56.99,1500.0,1300.0,60721.5,0.16,False,2097152,1.05,False,1,202000000000043,ivo://example/spherex?gal_0001_43_0,4.9,0.09,360.5465,22.3175
217.51,56.99,1501.0,1301.0,60722.5,0.16,False,2097152,1.05,False,2,202000000000043,ivo://example/spherex?gal_0001_43_1,4.9,0.09,346.4001,22.3175
217.51,56.99,1502.0,1302.0,60723.5,0.16,False,2097152,1.05,False,3,202000000000043,ivo://example/spherex?gal_0001_43_2,4.9,0.09,366.1062,22.3175
217.51,56.99,1503.0,1303.0,60724.5,0.16,False,2097152,1.05,False,4,202000000000043,ivo://example/spherex?gal_0001_43_3,4.9,0.09,408.7963,22.3175
