ra,dec,x_image,y_image,mjd,flux_bkg,local_bkg_flg,flags,fit_ql,deep_flg,det_id,lvf_id,obs_publisher_did,lambda,lambda_width,flux,flux_err
217.44,56.95,1500.0,1300.0,60715.0,0.16,False,2097152,1.05,False,1,202000000000030,ivo://example/spherex?gal_0003_30_0,2.7,0.09,1374.3782,92.8263
217.44,56.95,1501.0,1301.0,60716.0,0.16,False,2097152,1.05,False,2,202000000000030,ivo://example/spherex?gal_0003_30_1,2.7,0.09,1330.5309,92.8263
217.44,56.95,1502.0,1302.0,60717.0,0.16,False,2097152,1.05,False,3,202000000000030,ivo://example/spherex?gal_0003_30_2,2.7,0.09,1429.555,92.8263
217.44,56.95,1503.0,1303.0,60718.0,0.16,False,2097152,1.05,False,4,202000000000030,ivo://example/spherex?gal_0003_30_3,2.7,0.09,1547.9154,92.8263
217.44,56.95,1500.0,1300.0,60715.5,0.16,False,2097152,1.05,False,1,202000000000031,ivo://example/spherex?gal_0003_31_0,2.86923,0.09,1645.5072,90.1119
217.44,56.95,1501.0,1301.0,60716.5,0.16,False,2097152,1.05,False,2,202000000000031,ivo://example/spherex?gal_0003_31_1,2.86923,0.09,1435.1173,90.1119
217.44,56.95,1502.0,1302.0,60717.5,0.16,False,2097152,1.05,False,3,202000000000031,ivo://example/spherex?gal_0003_31_2,2.86923,0.09,1271.6114,90.1119
217.44,56.95,1503.0,1303.0,60718.5,0.16,False,2097152,1.05,False,4,202000000000031,ivo://example/spherex?gal_0003_31_3,2.86923,0.09,1530.1518,90.1119
217.44,56.95,1500.0,1300.0,60716.0,0.16,False,2097152,1.05,False,1,202000000000032,ivo://example/spherex?gal_0003_32_0,3.03846,0.09,1374.1547,87.3754
217.44,56.95,1501.0,1301.0,60717.0,0.16,False,2097152,1.05,False,2,202000000000032,ivo://example/spherex?gal_0003_32_1,3.03846,0.09,1323.6497,87.3754
217.44,56.95,1502.0,1302.0,60718.0,0.16,False,2097152,1.05,False,3,202000000000032,ivo://example/spherex?gal_0003_32_2,3.03846,0.09,1418.478,87.3754
217.44,56.95,1503.0,1303.0,60719.0,0.16,False,2097152,1.05,False,4,202000000000032,ivo://example/spherex?gal_0003_32_3,3.03846,0.09,1541.6275,87.3754
217.44,56.95,1500.0,1300.0,60716.5,0.16,False,2097152,1.05,False,1,202000000000033,ivo://example/spherex?gal_0003_33_0,3.20769,0.09,1342.3648,83.6155
217.44,56.95,1501.0,1301.0,60717.5,0.16,False,2097152,1.05,False,2,202000000000033,ivo://example/spherex?gal_0003_33_1,3.20769,0.09,1330.8792,83.6155
217.44,56.95,1502.0,1302.0,60718.5,0.16,False,2097152,1.05,False,3,202000000000033,ivo://example/spherex?gal_0003_33_2,3.20769,0.09,1452.0236,83.6155
217.44,56.95,1503.0,1303.0,60719.5,0.16,False,2097152,1.05,False,4,202000000000033,ivo://example/spherex?gal_0003_33_3,3.20769,0.09,1403.3114,83.6155
217.44,56.95,1500.0,1300.0,60717.0,0.16,False,2097152,1.05,False,1,202000000000034,ivo://example/spherex?gal_0003_34_0,3.37692,0.09,1188.1529,81.7104
217.44,56.95,1501.0,1301.0,60718.0,0.16,False,2097152,1.05,False,2,202000000000034,ivo://example/spherex?gal_0003_34_1,3.37692,0.09,1414.355,81.7104
217.44,56.95,1502.0,1302.0,60719.0,0.16,False,2097152,1.05,False,3,202000000000034,ivo://example/spherex?gal_0003_34_2,3.37692,0.09,1227.9057,81.7104
217.44,56.95,1503.0,1303.0,60720.0,0.16,False,2097152,1.05,False,4,202000000000034,ivo://example/spherex?gal_0003_34_3,3.37692,0.09,1283.3624,81.7104
217.44,56.95,1500.0,1300.0,60717.5,0.16,False,2097152,1.05,False,1,202000000000035,ivo://example/spherex?gal_0003_35_0,3.54615,0.09,1321.361,80.4498
217.44,56.95,1501.0,1301.0,60718.5,0.16,False,2097152,1.05,False,2,202000000000035,ivo://example/spherex?gal_0003_35_1,3.54615,0.09,1229.8157,80.4498
217.44,56.95,1502.0,1302.0,60719.5,0.16,False,2097152,1.05,False,3,202000000000035,ivo://example/spherex?gal_0003_35_2,3.54615,0.09,1279.7857,80.4498
217.44,56.95,1503.0,1303.0,60720.5,0.16,False,2097152,1.05,False,4,202000000000035,ivo://example/spherex?gal_0003_35_3,3.54615,0.09,1368.8428,80.4498
217.44,56.95,1500.0,1300.0,60718.0,0.16,False,2097152,1.05,False,1,202000000000036,ivo://example/spherex?gal_0003_36_0,3.71538,0.09,1366.1971,77.5406
217.44,56.95,1501.0,1301.0,60719.0,0.16,False,2097152,1.05,False,2,202000000000036,ivo://example/spherex?gal_0003_36_1,3.71538,0.09,1364.7212,77.5406
217.44,56.95,1502.0,1302.0,60720.0,0.16,False,2097152,1.05,False,3,202000000000036,ivo://example/spherex?gal_0003_36_2,3.71538,0.09,1355.1905,77.5406
217.44,56.95,1503.0,1303.0,60721.0,0.16,False,2097152,1.05,False,4,202000000000036,ivo://example/spherex?gal_0003_36_3,3.71538,0.09,1342.6192,77.5406
217.44,56.95,1500.0,1300.0,60718.5,0.16,False,2097152,1.05,False,1,202000000000037,ivo://example/spherex?gal_0003_37_0,3.88462,0.09,1223.3648,73.5006
217.44,56.95,1501.0,1301.0,60719.5,0.16,False,2097152,1.05,False,2,202000000000037,ivo://example/spherex?gal_0003_37_1,3.88462,0.09,1294.3527,73.5006
217.44,56.95,1502.0,1302.0,60720.5,0.16,False,2097152,1.05,False,3,202000000000037,ivo://example/spherex?gal_0003_37_2,3.88462,0.09,1324.6704,73.5006
217.44,56.95,1503.0,1303.0,60721.5,0.16,False,2097152,1.05,False,4,202000000000037,ivo://example/spherex?gal_0003_37_3,3.88462,0.09,1168.497,73.5006
217.44,56.95,1500.0,1300.0,60719.0,0.16,False,2097152,1.05,False,1,202000000000038,ivo://example/spherex?gal_0003_38_0,4.05385,0.09,1208.5698,69.3494
217.44,56.95,1501.0,1301.0,60720.0,0.16,False,2097152,1.05,False,2,202000000000038,ivo://example/spherex?gal_0003_38_1,4.05385,0.09,1253.4569,69.3494
217.44,56.95,1502.0,1302.0,60721.0,0.16,False,2097152,1.05,False,3,202000000000038,ivo://example/spherex?gal_0003_38_2,4.05385,0.09,1274.7956,69.3494
217.44,56.95,1503.0,1303.0,60722.0,0.16,False,2097152,1.05,False,4,202000000000038,ivo://example/spherex?gal_0003_38_3,4.05385,0.09,1192.7984,69.3494
217.44,56.95,1500.0,1300.0,60719.5,0.16,False,2097152,1.05,False,1,202000000000039,ivo://example/spherex?gal_0003_39_0,4.22308,0.09,1020.3257,64.9449
217.44,56.95,1501.0,1301.0,60720.5,0.16,False,2097152,1.05,False,2,202000000000039,ivo://example/spherex?gal_0003_39_1,4.22308,0.09,964.835,64.9449
217.44,56.95,1502.0,1302.0,60721.5,0.16,False,2097152,1.05,False,3,202000000000039,ivo://example/spherex?gal_0003_39_2,4.22308,0.09,1215.4439,64.9449
217.44,56.95,1503.0,1303.0,60722.5,0.16,False,2097152,1.05,False,4,202000000000039,ivo://example/spherex?gal_0003_39_3,4.22308,0.09,1100.4083,64.9449
217.44,56.95,1500.0,1300.0,60720.0,0.16,False,2097152,1.05,False,1,202000000000040,ivo://example/spherex?gal_0003_40_0,4.39231,0.09,990.7336,60.5409
217.44,56.95,1501.0,1301.0,60721.0,0.16,False,2097152,1.05,False,2,202000000000040,ivo://example/spherex?gal_0003_40_1,4.39231,0.09,965.7316,60.5409
217.44,56.95,1502.0,1302.0,60722.0,0.16,False,2097152,1.05,False,3,202000000000040,ivo://example/spherex?gal_0003_40_2,4.39231,0.09,965.7035,60.5409
217.44,56.95,1503.0,1303.0,60723.0,0.16,False,2097152,1.05,False,4,202000000000040,ivo://example/spherex?gal_0003_40_3,4.39231,0.09,986.6854,60.5409
217.44,56.95,1500.0,1300.0,60720.5,0.16,False,2097152,1.05,False,1,202000000000041,ivo://example/spherex?gal_0003_41_0,4.56154,0.09,1017.3804,57.1479
217.44,56.95,1501.0,1301.0,60721.5,0.16,False,2097152,1.05,False,2,202000000000041,ivo://example/spherex?gal_0003_41_1,4.56154,0.09,1031.0986,57.1479
217.44,56.95,1502.0,1302.0,60722.5,0.16,False,2097152,1.05,False,3,202000000000041,ivo://example/spherex?gal_0003_41_2,4.56154,0.09,926.5766,57.1479
217.44,56.95,1503.0,1303.0,60723.5,0.16,False,2097152,1.05,False,4,202000000000041,ivo://example/spherex?gal_0003_41_3,4.56154,0.09,966.5362,57.1479
217.44,56.95,1500.0,1300.0,60721.0,0.16,False,2097152,1.05,False,1,202000000000042,ivo://example/spherex?gal_0003_42_0,4.73077,0.09,873.2736,50.8289
217.44,56.95,1501.0,1301.0,60722.0,0.16,False,2097152,1.05,False,2,202000000000042,ivo://example/spherex?gal_0003_42_1,4.73077,0.09,820.5604,50.8289
217.44,56.95,1502.0,1302.0,60723.0,0.16,False,2097152,1.05,False,3,202000000000042,ivo://example/spherex?gal_0003_42_2,4.73077,0.09,816.9628,50.8289
217.44,56.95,1503.0,1303.0,60724.0,0.16,False,2097152,1.05,False,4,202000000000042,ivo://example/spherex?gal_0003_42_3,4.73077,0.09,860.7767,50.8289
217.44,56.95,1500.0,1300.0,60721.5,0.16,False,2097152,1.05,False,1,202000000000043,ivo://example/spherex?gal_0003_43_0,4.9,0.09,725.9182,45.9767
217.44,56.95,1501.0,1301.0,60722.5,0.16,False,2097152,1.05,False,2,202000000000043,ivo://example/spherex?gal_0003_43_1,4.9,0.09,774.0867,45.9767
217.44,56.95,1502.0,1302.0,60723.5,0.16,False,2097152,1.05,False,3,202000000000043,ivo://example/spherex?gal_0003_43_2,4.9,0.09,774.05,45.9767
217.44,56.95,1503.0,1303.0,60724.5,0.16,False,2097152,1.05,False,4,202000000000043,ivo://example/spherex?gal_0003_43_3,4.9,0.09,790.9896,45.9767
