ra,dec,x_image,y_image,mjd,flux_bkg,local_bkg_flg,flags,fit_ql,deep_flg,det_id,lvf_id,obs_publisher_did,lambda,lambda_width,flux,flux_err
217.62,57.02,1502.0,1302.0,60704.0,0.16,False,2097152,1.05,False,3,202000000000004,ivo://example/spherex?gal_0002_4_2,1.0069,0.025,517.8027,34.0162
217.62,57.02,1500.0,1300.0,60702.5,0.16,False,2097152,1.05,False,1,202000000000005,ivo://example/spherex?gal_0002_5_0,1.06862,0.025,653.3161,38.7438
217.62,57.02,1501.0,1301.0,60703.5,0.16,False,2097152,1.05,False,2,202000000000005,ivo://example/spherex?gal_0002_5_1,1.06862,0.025,656.8359,38.7438
217.62,57.02,1502.0,1302.0,60704.5,0.16,False,2097152,1.05,False,3,202000000000005,ivo://example/spherex?gal_0002_5_2,1.06862,0.025,621.6437,38.7438
217.62,57.02,1500.0,1300.0,60703.0,0.16,False,2097152,1.05,False,1,202000000000006,ivo://example/spherex?gal_0002_6_0,1.13034,0.025,665.378,42.2119
217.62,57.02,1501.0,1301.0,60704.0,0.16,False,2097152,1.05,False,2,202000000000006,ivo://example/spherex?gal_0002_6_1,1.13034,0.025,650.7827,42.2119
217.62,57.02,1502.0,1302.0,60705.0,0.16,False,2097152,1.05,False,3,202000000000006,ivo://example/spherex?gal_0002_6_2,1.13034,0.025,713.7909,42.2119
217.62,57.02,1500.0,1300.0,60715.0,0.16,False,2097152,1.05,False,1,202000000000030,ivo://example/spherex?gal_0002_30_0,2.7,0.09,602.7128,35.22
217.62,57.02,1501.0,1301.0,60716.0,0.16,False,2097152,1.05,False,2,202000000000030,ivo://example/spherex?gal_0002_30_1,2.7,0.09,572.4021,35.22
217.62,57.02,1502.0,1302.0,60717.0,0.16,False,2097152,1.05,False,3,202000000000030,ivo://example/spherex?gal_0002_30_2,2.7,0.09,572.0054,35.22
217.62,57.02,1503.0,1303.0,60718.0,0.16,False,2097152,1.05,False,4,202000000000030,ivo://example/spherex?gal_0002_30_3,2.7,0.09,617.3765,35.22
217.62,57.02,1500.0,1300.0,60715.5,0.16,False,2097152,1.05,False,1,202000000000031,ivo://example/spherex?gal_0002_31_0,2.86923,0.09,443.3018,27.1256
217.62,57.02,1501.0,1301.0,60716.5,0.16,False,2097152,1.05,False,2,202000000000031,ivo://example/spherex?gal_0002_31_1,2.86923,0.09,445.6789,27.1256
217.62,57.02,1502.0,1302.0,60717.5,0.16,False,2097152,1.05,False,3,202000000000031,ivo://example/spherex?gal_0002_31_2,2.86923,0.09,438.838,27.1256
217.62,57.02,1503.0,1303.0,60718.5,0.16,False,2097152,1.05,False,4,202000000000031,ivo://example/spherex?gal_0002_31_3,2.86923,0.09,433.8128,27.1256
217.62,57.02,1500.0,1300.0,60716.0,0.16,False,2097152,1.05,False,1,202000000000032,ivo://example/spherex?gal_0002_32_0,3.03846,0.09,499.2742,27.9761
217.62,57.02,1501.0,1301.0,60717.0,0.16,False,2097152,1.05,False,2,202000000000032,ivo://example/spherex?gal_0002_32_1,3.03846,0.09,475.0377,27.9761
217.62,57.02,1502.0,1302.0,60718.0,0.16,False,2097152,1.05,False,3,202000000000032,ivo://example/spherex?gal_0002_32_2,3.03846,0.09,418.5114,27.9761
217.62,57.02,1503.0,1303.0,60719.0,0.16,False,2097152,1.05,False,4,202000000000032,ivo://example/spherex?gal_0002_32_3,3.03846,0.09,442.663,27.9761
217.62,57.02,1500.0,1300.0,60716.5,0.16,False,2097152,1.05,False,1,202000000000033,ivo://example/spherex?gal_0002_33_0,3.20769,0.09,446.9381,26.8873
217.62,57.02,1501.0,1301.0,60717.5,0.16,False,2097152,1.05,False,2,202000000000033,ivo://example/spherex?gal_0002_33_1,3.20769,0.09,422.0047,26.8873
217.62,57.02,1502.0,1302.0,60718.5,0.16,False,2097152,1.05,False,3,202000000000033,ivo://example/spherex?gal_0002_33_2,3.20769,0.09,436.4339,26.8873
217.62,57.02,1503.0,1303.0,60719.5,0.16,False,2097152,1.05,False,4,202000000000033,ivo://example/spherex?gal_0002_33_3,3.20769,0.09,441.4791,26.8873
217.62,57.02,1500.0,1300.0,60717.0,0.16,False,2097152,1.05,False,1,202000000000034,ivo://example/spherex?gal_0002_34_0,3.37692,0.09,484.565,25.8248
217.62,57.02,1501.0,1301.0,60718.0,0.16,False,2097152,1.05,False,2,202000000000034,ivo://example/spherex?gal_0002_34_1,3.37692,0.09,416.4139,25.8248
217.62,57.02,1502.0,1302.0,60719.0,0.16,False,2097152,1.05,False,3,202000000000034,ivo://example/spherex?gal_0002_34_2,3.37692,0.09,426.3649,25.8248
217.62,57.02,1503.0,1303.0,60720.0,0.16,False,2097152,1.05,False,4,202000000000034,ivo://example/spherex?gal_0002_34_3,3.37692,0.09,427.1591,25.8248
217.62,57.02,1500.0,1300.0,60717.5,0.16,False,2097152,1.05,False,1,202000000000035,ivo://example/spherex?gal_0002_35_0,3.54615,0.09,472.0342,25.4555
217.62,57.02,1501.0,1301.0,60718.5,0.16,False,2097152,1.05,False,2,202000000000035,ivo://example/spherex?gal_0002_35_1,3.54615,0.09,423.0097,25.4555
217.62,57.02,1502.0,1302.0,60719.5,0.16,False,2097152,1.05,False,3,202000000000035,ivo://example/spherex?gal_0002_35_2,3.54615,0.09,442.5656,25.4555
217.62,57.02,1503.0,1303.0,60720.5,0.16,False,2097152,1.05,False,4,202000000000035,ivo://example/spherex?gal_0002_35_3,3.54615,0.09,465.6222,25.4555
217.62,57.02,1500.0,1300.0,60718.0,0.16,False,2097152,1.05,False,1,202000000000036,ivo://example/spherex?gal_0002_36_0,3.71538,0.09,441.942,25.034
217.62,57.02,1501.0,1301.0,60719.0,0.16,False,2097152,1.05,False,2,202000000000036,ivo://example/spherex?gal_0002_36_1,3.71538,0.09,424.03,25.034
217.62,57.02,1502.0,1302.0,60720.0,0.16,False,2097152,1.05,False,3,202000000000036,ivo://example/spherex?gal_0002_36_2,3.71538,0.09,420.7881,25.034
217.62,57.02,1503.0,1303.0,60721.0,0.16,False,2097152,1.05,False,4,202000000000036,ivo://example/spherex?gal_0002_36_3,3.71538,0.09,403.7049,25.034
217.62,57.02,1500.0,1300.0,60718.5,0.16,False,2097152,1.05,False,1,202000000000037,ivo://example/spherex?gal_0002_37_0,3.88462,0.09,377.0588,24.0595
217.62,57.02,1501.0,1301.0,60719.5,0.16,False,2097152,1.05,False,2,202000000000037,ivo://example/spherex?gal_0002_37_1,3.88462,0.09,404.6542,24.0595
217.62,57.02,1502.0,1302.0,60720.5,0.16,False,2097152,1.05,False,3,202000000000037,ivo://example/spherex?gal_0002_37_2,3.88462,0.09,398.7854,24.0595
217.62,57.02,1503.0,1303.0,60721.5,0.16,False,2097152,1.05,False,4,202000000000037,ivo://example/spherex?gal_0002_37_3,3.88462,0.09,433.2075,24.0595
217.62,57.02,1500.0,1300.0,60719.0,0.16,False,2097152,1.05,False,1,202000000000038,ivo://example/spherex?gal_0002_38_0,4.05385,0.09,404.6711,22.9508
217.62,57.02,1501.0,1301.0,60720.0,0.16,False,2097152,1.05,False,2,202000000000038,ivo://example/spherex?gal_0002_38_1,4.05385,0.09,376.5793,22.9508
217.62,57.02,1502.0,1302.0,60721.0,0.16,False,2097152,1.05,False,3,202000000000038,ivo://example/spherex?gal_0002_38_2,4.05385,0.09,408.0481,22.9508
217.62,57.02,1503.0,1303.0,60722.0,0.16,False,2097152,1.05,False,4,202000000000038,ivo://example/spherex?gal_0002_38_3,4.05385,0.09,358.8947,22.9508
217.62,57.02,1500.0,1300.0,60719.5,0.16,False,2097152,1.05,False,1,202000000000039,ivo://example/spherex?gal_0002_39_0,4.22308,0.09,325.5053,21.5729
217.62,57.02,1501.0,1301.0,60720.5,0.16,False,2097152,1.05,False,2,202000000000039,ivo://example/spherex?gal_0002_39_1,4.22308,0.09,374.0641,21.5729
217.62,57.02,1502.0,1302.0,60721.5,0.16,False,2097152,1.05,False,3,202000000000039,ivo://example/spherex?gal_0002_39_2,4.22308,0.09,343.541,21.5729
217.62,57.02,1503.0,1303.0,60722.5,0.16,False,2097152,1.05,False,4,202000000000039,ivo://example/spherex?gal_0002_39_3,4.22308,0.09,330.916,21.5729
217.62,57.02,1500.0,1300.0,60720.0,0.16,False,2097152,1.05,False,1,202000000000040,ivo://example/spherex?gal_0002_40_0,4.39231,0.09,358.6031,20.2792
217.62,57.02,1501.0,1301.0,60721.0,0.16,False,2097152,1.05,False,2,202000000000040,ivo://example/spherex?gal_0002_40_1,4.39231,0.09,293.8036,20.2792
217.62,57.02,1502.0,1302.0,60722.0,0.16,False,2097152,1.05,False,3,202000000000040,ivo://example/spherex?gal_0002_40_2,4.39231,0.09,350.2039,20.2792
217.62,57.02,1503.0,1303.0,60723.0,0.16,False,2097152,1.05,False,4,202000000000040,ivo://example/spherex?gal_0002_40_3,4.39231,0.09,349.1287,20.2792
217.62,57.02,1500.0,1300.0,60720.5,0.16,False,2097152,1.05,False,1,202000000000041,ivo://example/spherex?gal_0002_41_0,4.56154,0.09,306.8209,18.904
217.62,57.02,1501.0,1301.0,60721.5,0.16,False,2097152,1.05,False,2,202000000000041,ivo://example/spherex?gal_0002_41_1,4.56154,0.09,284.3483,18.904
217.62,57.02,1502.0,1302.0,60722.5,0.16,False,2097152,1.05,False,3,202000000000041,ivo://example/spherex?gal_0002_41_2,4.56154,0.09,343.698,18.904
217.62,57.02,1503.0,1303.0,60723.5,0.16,False,2097152,1.05,False,4,202000000000041,ivo://example/spherex?gal_0002_41_3,4.56154,0.09,319.7676,18.904
217.62,57.02,1500.0,1300.0,60721.0,0.16,False,2097152,1.05,False,1,202000000000042,ivo://example/spherex?gal_0002_42_0,4.73077,0.09,268.3935,17.9081
217.62,57.02,1501.0,1301.0,60722.0,0.16,False,2097152,1.05,False,2,202000000000042,ivo://example/spherex?gal_0002_42_1,4.73077,0.09,309.7622,17.9081
217.62,57.02,1502.0,1302.0,60723.0,0.16,False,2097152,1.05,False,3,202000000000042,ivo://example/spherex?gal_0002_42_2,4.73077,0.09,285.4685,17.9081
217.62,57.02,1503.0,1303.0,60724.0,0.16,False,2097152,1.05,False,4,202000000000042,ivo://example/spherex?gal_0002_42_3,4.73077,0.09,275.9367,17.9081
217.62,57.02,1500.0,1300.0,60721.5,0.16,False,2097152,1.05,False,1,202000000000043,ivo://example/spherex?gal_0002_43_0,4.9,0.09,263.9343,15.8715
217.62,57.02,1501.0,1301.0,60722.5,0.16,False,2097152,1.05,False,2,202000000000043,ivo://example/spherex?gal_0002_43_1,4.9,0.09,277.3592,15.8715
217.62,57.02,1502.0,1302.0,60723.5,0.16,False,2097152,1.05,False,3,202000000000043,ivo://example/spherex?gal_0002_43_2,4.9,0.09,248.3315,15.8715
217.62,57.02,1503.0,1303.0,60724.5,0.16,False,2097152,1.05,False,4,202000000000043,ivo://example/spherex?gal_0002_43_3,4.9,0.09,249.7317,15.8715
